EVENT,BOUT,ROUND,FIGHTER,SIG.STR. LANDED,SIG.STR. ATTEMPTED,SIG.STR. %,TOTAL STR. LANDED,TOTAL STR. ATTEMPTED,TD LANDED,TD ATTEMPTED,TD %
UFC Fight Night: Strickland vs. Hernandez,Juliana Miller vs. Carli Judice,Round 3,Juliana Miller,9,39,23.0,13,45,1,4,25.0
UFC Fight Night: Strickland vs. Hernandez,Juliana Miller vs. Carli Judice,Round 1,Carli Judice,18,40,45.0,37,61,0,0,
UFC Fight Night: Strickland vs. Hernandez,Juliana Miller vs. Carli Judice,Round 2,Carli Judice,35,89,39.0,36,91,0,0,
UFC Fight Night: Strickland vs. Hernandez,Juliana Miller vs. Carli Judice,Round 3,Carli Judice,26,56,46.0,31,62,0,0,
UFC Fight Night: Bautista vs. Oliveira,Mario Bautista vs. Vinicius Oliveira,Round 1,Mario Bautista,3,9,33.0,22,29,1,2,50.0
UFC Fight Night: Bautista vs. Oliveira,Mario Bautista vs. Vinicius Oliveira,Round 2,Mario Bautista,12,18,66.0,27,34,4,5,80.0
UFC Fight Night: Bautista vs. Oliveira,Mario Bautista vs. Vinicius Oliveira,Round 1,Vinicius Oliveira,6,8,75.0,8,10,0,0,
UFC Fight Night: Bautista vs. Oliveira,Mario Bautista vs. Vinicius Oliveira,Round 2,Vinicius Oliveira,6,13,46.0,10,17,0,1,0.0
UFC Fight Night: Bautista vs. Oliveira,Amir Albazi vs. Kyoji Horiguchi,Round 1,Amir Albazi,3,17,17.0,4,19,0,2,0.0
UFC Fight Night: Bautista vs. Oliveira,Amir Albazi vs. Kyoji Horiguchi,Round 2,Amir Albazi,8,27,29.0,9,31,0,1,0.0
UFC Fight Night: Bautista vs. Oliveira,Amir Albazi vs. Kyoji Horiguchi,Round 3,Amir Albazi,5,23,21.0,7,25,0,4,0.0
UFC Fight Night: Bautista vs. Oliveira,Amir Albazi vs. Kyoji Horiguchi,Round 1,Kyoji Horiguchi,14,26,53.0,26,38,0,1,0.0
UFC Fight Night: Bautista vs. Oliveira,Amir Albazi vs. Kyoji Horiguchi,Round 2,Kyoji Horiguchi,34,58,58.0,45,70,0,0,
UFC Fight Night: Bautista vs. Oliveira,Amir Albazi vs. Kyoji Horiguchi,Round 3,Kyoji Horiguchi,25,52,48.0,28,55,0,1,0.0
UFC Fight Night: Bautista vs. Oliveira,Jailton Almeida vs. Rizvan Kuniev,Round 1,Jailton Almeida,5,12,41.0,14,22,0,3,0.0
UFC Fight Night: Bautista vs. Oliveira,Jailton Almeida vs. Rizvan Kuniev,Round 2,Jailton Almeida,8,21,38.0,15,30,0,1,0.0
UFC Fight Night: Bautista vs. Oliveira,Jailton Almeida vs. Rizvan Kuniev,Round 3,Jailton Almeida,18,34,52.0,21,40,0,4,0.0
UFC Fight Night: Bautista vs. Oliveira,Jailton Almeida vs. Rizvan Kuniev,Round 1,Rizvan Kuniev,12,24,50.0,33,45,0,0,
UFC Fight Night: Bautista vs. Oliveira,Jailton Almeida vs. Rizvan Kuniev,Round 2,Rizvan Kuniev,15,35,42.0,30,50,0,0,
UFC Fight Night: Bautista vs. Oliveira,Jailton Almeida vs. Rizvan Kuniev,Round 3,Rizvan Kuniev,16,34,47.0,39,58,0,0,
UFC Fight Night: Bautista vs. Oliveira,Michal Oleksiejczuk vs. Marc-Andre Barriault,Round 1,Michal Oleksiejczuk,47,73,64.0,47,73,1,1,100.0
UFC Fight Night: Bautista vs. Oliveira,Michal Oleksiejczuk vs. Marc-Andre Barriault,Round 2,Michal Oleksiejczuk,41,68,60.0,42,69,0,0,
UFC Fight Night: Bautista vs. Oliveira,Michal Oleksiejczuk vs. Marc-Andre Barriault,Round 3,Michal Oleksiejczuk,52,80,65.0,54,83,0,2,0.0
UFC Fight Night: Bautista vs. Oliveira,Michal Oleksiejczuk vs. Marc-Andre Barriault,Round 1,Marc-Andre Barriault,19,54,35.0,19,54,0,0,
UFC Fight Night: Bautista vs. Oliveira,Michal Oleksiejczuk vs. Marc-Andre Barriault,Round 2,Marc-Andre Barriault,33,80,41.0,34,81,0,0,
UFC Fight Night: Bautista vs. Oliveira,Michal Oleksiejczuk vs. Marc-Andre Barriault,Round 3,Marc-Andre Barriault,25,67,37.0,26,69,0,0,
UFC Fight Night: Bautista vs. Oliveira,Jean Matsumoto vs. Farid Basharat,Round 1,Jean Matsumoto,19,52,36.0,29,68,1,2,50.0
UFC Fight Night: Bautista vs. Oliveira,Jean Matsumoto vs. Farid Basharat,Round 2,Jean Matsumoto,20,66,30.0,30,77,4,6,66.0
UFC Fight Night: Bautista vs. Oliveira,Jean Matsumoto vs. Farid Basharat,Round 3,Jean Matsumoto,37,102,36.0,52,118,2,3,66.0
UFC Fight Night: Bautista vs. Oliveira,Jean Matsumoto vs. Farid Basharat,Round 1,Farid Basharat,20,36,55.0,24,41,0,3,0.0
UFC Fight Night: Bautista vs. Oliveira,Jean Matsumoto vs. Farid Basharat,Round 2,Farid Basharat,31,52,59.0,33,56,0,0,
UFC Fight Night: Bautista vs. Oliveira,Jean Matsumoto vs. Farid Basharat,Round 3,Farid Basharat,29,64,45.0,38,75,2,4,50.0
UFC Fight Night: Bautista vs. Oliveira,Dustin Jacoby vs. Julius Walker,Round 1,Dustin Jacoby,13,20,65.0,16,26,0,0,
UFC Fight Night: Bautista vs. Oliveira,Dustin Jacoby vs. Julius Walker,Round 2,Dustin Jacoby,29,51,56.0,31,53,0,0,
UFC Fight Night: Bautista vs. Oliveira,Dustin Jacoby vs. Julius Walker,Round 1,Julius Walker,5,15,33.0,10,20,3,6,50.0
UFC Fight Night: Bautista vs. Oliveira,Dustin Jacoby vs. Julius Walker,Round 2,Julius Walker,2,6,33.0,2,6,0,1,0.0
UFC Fight Night: Bautista vs. Oliveira,Alex Morono vs. Daniil Donchenko,Round 1,Alex Morono,16,38,42.0,22,44,0,0,
UFC Fight Night: Bautista vs. Oliveira,Alex Morono vs. Daniil Donchenko,Round 2,Alex Morono,6,43,13.0,7,44,0,0,
UFC Fight Night: Bautista vs. Oliveira,Alex Morono vs. Daniil Donchenko,Round 3,Alex Morono,18,65,27.0,19,66,0,0,
UFC Fight Night: Bautista vs. Oliveira,Alex Morono vs. Daniil Donchenko,Round 1,Daniil Donchenko,39,59,66.0,70,108,0,0,
UFC Fight Night: Bautista vs. Oliveira,Alex Morono vs. Daniil Donchenko,Round 2,Daniil Donchenko,27,40,67.0,30,43,0,0,
UFC Fight Night: Bautista vs. Oliveira,Alex Morono vs. Daniil Donchenko,Round 3,Daniil Donchenko,34,63,53.0,34,63,0,0,
UFC Fight Night: Bautista vs. Oliveira,Nikolay Veretennikov vs. Niko Price,Round 1,Nikolay Veretennikov,19,30,63.0,20,31,0,0,
UFC Fight Night: Bautista vs. Oliveira,Nikolay Veretennikov vs. Niko Price,Round 1,Niko Price,9,23,39.0,12,27,0,0,
UFC Fight Night: Bautista vs. Oliveira,Bruna Brasil vs. Ketlen Souza,Round 1,Bruna Brasil,12,19,63.0,32,41,1,1,100.0
UFC Fight Night: Bautista vs. Oliveira,Bruna Brasil vs. Ketlen Souza,Round 2,Bruna Brasil,7,16,43.0,11,20,0,1,0.0
UFC Fight Night: Bautista vs. Oliveira,Bruna Brasil vs. Ketlen Souza,Round 3,Bruna Brasil,12,25,48.0,22,40,0,2,0.0
UFC Fight Night: Bautista vs. Oliveira,Bruna Brasil vs. Ketlen Souza,Round 1,Ketlen Souza,5,13,38.0,19,30,0,3,0.0
UFC Fight Night: Bautista vs. Oliveira,Bruna Brasil vs. Ketlen Souza,Round 2,Ketlen Souza,14,30,46.0,26,48,0,2,0.0
UFC Fight Night: Bautista vs. Oliveira,Bruna Brasil vs. Ketlen Souza,Round 3,Ketlen Souza,14,26,53.0,19,31,1,3,33.0
UFC Fight Night: Bautista vs. Oliveira,Wang Cong vs. Eduarda Moura,Round 1,Wang Cong,26,46,56.0,48,74,0,0,
UFC Fight Night: Bautista vs. Oliveira,Wang Cong vs. Eduarda Moura,Round 2,Wang Cong,3,4,75.0,54,61,0,0,
UFC Fight Night: Bautista vs. Oliveira,Wang Cong vs. Eduarda Moura,Round 3,Wang Cong,10,21,47.0,45,60,0,0,
UFC Fight Night: Bautista vs. Oliveira,Wang Cong vs. Eduarda Moura,Round 1,Eduarda Moura,8,24,33.0,15,33,2,4,50.0
UFC Fight Night: Bautista vs. Oliveira,Wang Cong vs. Eduarda Moura,Round 2,Eduarda Moura,0,3,0.0,17,25,1,2,50.0
UFC Fight Night: Bautista vs. Oliveira,Wang Cong vs. Eduarda Moura,Round 3,Eduarda Moura,4,7,57.0,8,12,0,6,0.0
UFC Fight Night: Bautista vs. Oliveira,Muin Gafurov vs. Jakub Wiklacz,Round 1,Muin Gafurov,27,61,44.0,27,61,0,2,0.0
UFC Fight Night: Bautista vs. Oliveira,Muin Gafurov vs. Jakub Wiklacz,Round 2,Muin Gafurov,2,5,40.0,11,17,1,2,50.0
UFC Fight Night: Bautista vs. Oliveira,Muin Gafurov vs. Jakub Wiklacz,Round 3,Muin Gafurov,50,92,54.0,54,96,1,1,100.0
UFC Fight Night: Bautista vs. Oliveira,Muin Gafurov vs. Jakub Wiklacz,Round 1,Jakub Wiklacz,27,67,40.0,30,71,0,0,
UFC Fight Night: Bautista vs. Oliveira,Muin Gafurov vs. Jakub Wiklacz,Round 2,Jakub Wiklacz,7,11,63.0,45,51,0,0,
UFC Fight Night: Bautista vs. Oliveira,Muin Gafurov vs. Jakub Wiklacz,Round 3,Jakub Wiklacz,22,70,31.0,22,71,0,0,
UFC Fight Night: Bautista vs. Oliveira,Klaudia Sygula vs. Priscila Cachoeira,Round 1,Klaudia Sygula,61,136,44.0,62,137,0,1,0.0
UFC Fight Night: Bautista vs. Oliveira,Klaudia Sygula vs. Priscila Cachoeira,Round 2,Klaudia Sygula,40,94,42.0,40,94,0,1,0.0
UFC Fight Night: Bautista vs. Oliveira,Klaudia Sygula vs. Priscila Cachoeira,Round 3,Klaudia Sygula,50,105,47.0,57,118,0,1,0.0
UFC Fight Night: Bautista vs. Oliveira,Klaudia Sygula vs. Priscila Cachoeira,Round 1,Priscila Cachoeira,34,71,47.0,34,71,0,1,0.0
UFC Fight Night: Bautista vs. Oliveira,Klaudia Sygula vs. Priscila Cachoeira,Round 2,Priscila Cachoeira,33,71,46.0,34,72,0,0,
UFC Fight Night: Bautista vs. Oliveira,Klaudia Sygula vs. Priscila Cachoeira,Round 3,Priscila Cachoeira,32,77,41.0,34,79,1,1,100.0
UFC 325: Volkanovski vs. Lopes 2,Alexander Volkanovski vs. Diego Lopes,Round 1,Alexander Volkanovski,12,27,44.0,17,32,0,2,0.0
UFC 325: Volkanovski vs. Lopes 2,Alexander Volkanovski vs. Diego Lopes,Round 2,Alexander Volkanovski,19,30,63.0,20,33,0,0,
UFC 325: Volkanovski vs. Lopes 2,Alexander Volkanovski vs. Diego Lopes,Round 3,Alexander Volkanovski,21,35,60.0,21,35,0,2,0.0
UFC 325: Volkanovski vs. Lopes 2,Alexander Volkanovski vs. Diego Lopes,Round 4,Alexander Volkanovski,25,44,56.0,25,44,0,0,
UFC 325: Volkanovski vs. Lopes 2,Alexander Volkanovski vs. Diego Lopes,Round 5,Alexander Volkanovski,21,24,87.0,29,34,2,3,66.0
UFC 325: Volkanovski vs. Lopes 2,Alexander Volkanovski vs. Diego Lopes,Round 1,Diego Lopes,12,28,42.0,12,28,0,0,
UFC 325: Volkanovski vs. Lopes 2,Alexander Volkanovski vs. Diego Lopes,Round 2,Diego Lopes,16,34,47.0,19,37,1,1,100.0
UFC 325: Volkanovski vs. Lopes 2,Alexander Volkanovski vs. Diego Lopes,Round 3,Diego Lopes,17,38,44.0,17,38,0,0,
UFC 325: Volkanovski vs. Lopes 2,Alexander Volkanovski vs. Diego Lopes,Round 4,Diego Lopes,22,48,45.0,22,48,0,0,
UFC 325: Volkanovski vs. Lopes 2,Alexander Volkanovski vs. Diego Lopes,Round 5,Diego Lopes,3,10,30.0,4,11,1,4,25.0
UFC 325: Volkanovski vs. Lopes 2,Dan Hooker vs. Benoit Saint Denis,Round 1,Dan Hooker,26,41,63.0,34,49,0,0,
UFC 325: Volkanovski vs. Lopes 2,Dan Hooker vs. Benoit Saint Denis,Round 2,Dan Hooker,4,6,66.0,17,19,0,1,0.0
UFC 325: Volkanovski vs. Lopes 2,Dan Hooker vs. Benoit Saint Denis,Round 1,Benoit Saint Denis,35,46,76.0,62,73,2,6,33.0
UFC 325: Volkanovski vs. Lopes 2,Dan Hooker vs. Benoit Saint Denis,Round 2,Benoit Saint Denis,62,81,76.0,108,132,0,3,0.0
UFC 325: Volkanovski vs. Lopes 2,Rafael Fiziev vs. Mauricio Ruffy,Round 1,Rafael Fiziev,16,33,48.0,17,34,0,0,
UFC 325: Volkanovski vs. Lopes 2,Rafael Fiziev vs. Mauricio Ruffy,Round 2,Rafael Fiziev,20,33,60.0,20,33,0,1,0.0
UFC 325: Volkanovski vs. Lopes 2,Rafael Fiziev vs. Mauricio Ruffy,Round 1,Mauricio Ruffy,18,28,64.0,21,31,0,0,
UFC 325: Volkanovski vs. Lopes 2,Rafael Fiziev vs. Mauricio Ruffy,Round 2,Mauricio Ruffy,37,60,61.0,39,62,0,0,
UFC 325: Volkanovski vs. Lopes 2,Tai Tuivasa vs. Tallison Teixeira,Round 1,Tai Tuivasa,2,4,50.0,3,5,0,0,
UFC 325: Volkanovski vs. Lopes 2,Tai Tuivasa vs. Tallison Teixeira,Round 2,Tai Tuivasa,13,18,72.0,17,23,0,0,
UFC 325: Volkanovski vs. Lopes 2,Tai Tuivasa vs. Tallison Teixeira,Round 3,Tai Tuivasa,27,36,75.0,36,46,0,0,
UFC 325: Volkanovski vs. Lopes 2,Tai Tuivasa vs. Tallison Teixeira,Round 1,Tallison Teixeira,19,23,82.0,51,58,2,4,50.0
UFC 325: Volkanovski vs. Lopes 2,Tai Tuivasa vs. Tallison Teixeira,Round 2,Tallison Teixeira,21,31,67.0,43,54,1,1,100.0
UFC 325: Volkanovski vs. Lopes 2,Tai Tuivasa vs. Tallison Teixeira,Round 3,Tallison Teixeira,11,20,55.0,23,32,0,4,0.0
UFC 325: Volkanovski vs. Lopes 2,Quillan Salkilld vs. Jamie Mullarkey,Round 1,Quillan Salkilld,5,8,62.0,18,21,2,3,66.0
UFC 325: Volkanovski vs. Lopes 2,Quillan Salkilld vs. Jamie Mullarkey,Round 1,Jamie Mullarkey,1,4,25.0,6,9,1,1,100.0
UFC 325: Volkanovski vs. Lopes 2,Junior Tafa vs. Billy Elekana,Round 1,Junior Tafa,26,46,56.0,26,46,0,0,
UFC 325: Volkanovski vs. Lopes 2,Junior Tafa vs. Billy Elekana,Round 2,Junior Tafa,12,24,50.0,12,24,0,0,
UFC 325: Volkanovski vs. Lopes 2,Junior Tafa vs. Billy Elekana,Round 1,Billy Elekana,9,24,37.0,10,25,0,3,0.0
UFC 325: Volkanovski vs. Lopes 2,Junior Tafa vs. Billy Elekana,Round 2,Billy Elekana,15,27,55.0,17,29,1,2,50.0
UFC 325: Volkanovski vs. Lopes 2,Cam Rowston vs. Cody Brundage,Round 1,Cam Rowston,23,54,42.0,23,54,0,0,
UFC 325: Volkanovski vs. Lopes 2,Cam Rowston vs. Cody Brundage,Round 2,Cam Rowston,34,65,52.0,50,85,0,0,
UFC 325: Volkanovski vs. Lopes 2,Cam Rowston vs. Cody Brundage,Round 1,Cody Brundage,20,43,46.0,21,44,0,0,
UFC 325: Volkanovski vs. Lopes 2,Cam Rowston vs. Cody Brundage,Round 2,Cody Brundage,9,22,40.0,10,23,0,1,0.0
UFC 325: Volkanovski vs. Lopes 2,Jacob Malkoun vs. Torrez Finney,Round 1,Jacob Malkoun,61,98,62.0,72,111,0,2,0.0
UFC 325: Volkanovski vs. Lopes 2,Jacob Malkoun vs. Torrez Finney,Round 2,Jacob Malkoun,37,53,69.0,58,76,0,1,0.0
UFC 325: Volkanovski vs. Lopes 2,Jacob Malkoun vs. Torrez Finney,Round 3,Jacob Malkoun,19,30,63.0,21,32,2,5,40.0
UFC 325: Volkanovski vs. Lopes 2,Jacob Malkoun vs. Torrez Finney,Round 1,Torrez Finney,7,26,26.0,12,33,0,1,0.0
UFC 325: Volkanovski vs. Lopes 2,Jacob Malkoun vs. Torrez Finney,Round 2,Torrez Finney,8,21,38.0,11,24,0,0,
UFC 325: Volkanovski vs. Lopes 2,Jacob Malkoun vs. Torrez Finney,Round 3,Torrez Finney,12,30,40.0,19,38,0,0,
UFC 325: Volkanovski vs. Lopes 2,Jonathan Micallef vs. Oban Elliott,Round 1,Jonathan Micallef,11,36,30.0,20,45,0,0,
UFC 325: Volkanovski vs. Lopes 2,Jonathan Micallef vs. Oban Elliott,Round 2,Jonathan Micallef,8,23,34.0,10,25,1,1,100.0
UFC 325: Volkanovski vs. Lopes 2,Jonathan Micallef vs. Oban Elliott,Round 1,Oban Elliott,21,49,42.0,27,55,0,2,0.0
UFC 325: Volkanovski vs. Lopes 2,Jonathan Micallef vs. Oban Elliott,Round 2,Oban Elliott,19,33,57.0,20,34,0,0,
UFC 325: Volkanovski vs. Lopes 2,Kaan Ofli vs. Yizha,Round 1,Kaan Ofli,23,38,60.0,28,44,0,2,0.0
UFC 325: Volkanovski vs. Lopes 2,Kaan Ofli vs. Yizha,Round 2,Kaan Ofli,10,38,26.0,10,39,0,2,0.0
UFC 325: Volkanovski vs. Lopes 2,Kaan Ofli vs. Yizha,Round 3,Kaan Ofli,15,31,48.0,15,31,0,3,0.0
UFC 325: Volkanovski vs. Lopes 2,Kaan Ofli vs. Yizha,Round 1,Yizha,19,34,55.0,22,38,0,0,
UFC 325: Volkanovski vs. Lopes 2,Kaan Ofli vs. Yizha,Round 2,Yizha,31,57,54.0,34,61,1,1,100.0
UFC 325: Volkanovski vs. Lopes 2,Kaan Ofli vs. Yizha,Round 3,Yizha,18,33,54.0,19,34,2,2,100.0
UFC 325: Volkanovski vs. Lopes 2,Sangwook Kim vs. Dom Mar Fan,Round 1,Sangwook Kim,10,12,83.0,18,21,1,5,20.0
UFC 325: Volkanovski vs. Lopes 2,Sangwook Kim vs. Dom Mar Fan,Round 2,Sangwook Kim,19,42,45.0,19,42,0,4,0.0
UFC 325: Volkanovski vs. Lopes 2,Sangwook Kim vs. Dom Mar Fan,Round 3,Sangwook Kim,39,80,48.0,55,97,0,1,0.0
UFC 325: Volkanovski vs. Lopes 2,Sangwook Kim vs. Dom Mar Fan,Round 1,Dom Mar Fan,16,19,84.0,31,35,0,1,0.0
UFC 325: Volkanovski vs. Lopes 2,Sangwook Kim vs. Dom Mar Fan,Round 2,Dom Mar Fan,44,68,64.0,53,78,1,3,33.0
UFC 325: Volkanovski vs. Lopes 2,Sangwook Kim vs. Dom Mar Fan,Round 3,Dom Mar Fan,39,86,45.0,51,98,0,0,
UFC 325: Volkanovski vs. Lopes 2,Keiichiro Nakamura vs. Sebastian Szalay,Round 1,Keiichiro Nakamura,13,33,39.0,13,33,0,0,
UFC 325: Volkanovski vs. Lopes 2,Keiichiro Nakamura vs. Sebastian Szalay,Round 2,Keiichiro Nakamura,11,39,28.0,11,39,0,0,
UFC 325: Volkanovski vs. Lopes 2,Keiichiro Nakamura vs. Sebastian Szalay,Round 3,Keiichiro Nakamura,21,47,44.0,22,48,0,0,
UFC 325: Volkanovski vs. Lopes 2,Keiichiro Nakamura vs. Sebastian Szalay,Round 1,Sebastian Szalay,23,63,36.0,23,63,0,0,
UFC 325: Volkanovski vs. Lopes 2,Keiichiro Nakamura vs. Sebastian Szalay,Round 2,Sebastian Szalay,24,78,30.0,24,78,1,1,100.0
UFC 325: Volkanovski vs. Lopes 2,Keiichiro Nakamura vs. Sebastian Szalay,Round 3,Sebastian Szalay,32,63,50.0,33,64,0,0,
UFC 325: Volkanovski vs. Lopes 2,Sulangrangbo vs. Lawrence Lui,Round 1,Sulangrangbo,25,44,56.0,27,46,0,0,
UFC 325: Volkanovski vs. Lopes 2,Sulangrangbo vs. Lawrence Lui,Round 2,Sulangrangbo,12,38,31.0,14,40,0,0,
UFC 325: Volkanovski vs. Lopes 2,Sulangrangbo vs. Lawrence Lui,Round 3,Sulangrangbo,19,43,44.0,21,45,0,0,
UFC 325: Volkanovski vs. Lopes 2,Sulangrangbo vs. Lawrence Lui,Round 1,Lawrence Lui,12,40,30.0,20,48,4,8,50.0
UFC 325: Volkanovski vs. Lopes 2,Sulangrangbo vs. Lawrence Lui,Round 2,Lawrence Lui,20,53,37.0,25,59,1,4,25.0
UFC 325: Volkanovski vs. Lopes 2,Sulangrangbo vs. Lawrence Lui,Round 3,Lawrence Lui,20,57,35.0,37,74,2,3,66.0
UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Round 1,Shi Ming,7,34,20.0,15,42,0,0,
UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Round 2,Shi Ming,12,48,25.0,15,52,2,4,50.0
UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Round 3,Shi Ming,13,34,38.0,19,41,0,0,
UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Round 1,Bruna Brasil,5,17,29.0,14,27,0,0,
UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Round 2,Bruna Brasil,15,30,50.0,17,33,0,0,
UFC - Road to UFC 4.6,Shi Ming vs. Bruna Brasil,Round 3,Bruna Brasil,11,23,47.0,31,47,1,2,50.0
UFC - Road to UFC 4.6,Nyamjargal Tumendemberel vs. Terrance Saeteurn,Round 1,Nyamjargal Tumendemberel,11,23,47.0,13,27,2,2,100.0
UFC - Road to UFC 4.6,Nyamjargal Tumendemberel vs. Terrance Saeteurn,Round 1,Terrance Saeteurn,11,27,40.0,12,28,0,1,0.0
UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Round 1,Justin Gaethje,27,45,60.0,40,58,0,0,
UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Round 2,Justin Gaethje,32,50,64.0,52,70,2,2,100.0
UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Round 3,Justin Gaethje,24,53,45.0,25,54,0,0,
UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Round 4,Justin Gaethje,32,54,59.0,44,66,1,1,100.0
UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Round 5,Justin Gaethje,29,52,55.0,39,65,0,0,
UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Round 1,Paddy Pimblett,37,65,56.0,38,66,0,1,0.0
UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Round 2,Paddy Pimblett,22,47,46.0,25,50,0,0,
UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Round 3,Paddy Pimblett,41,78,52.0,42,79,0,0,
UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Round 4,Paddy Pimblett,35,58,60.0,36,59,0,1,0.0
UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Round 5,Paddy Pimblett,21,63,33.0,29,72,0,3,0.0
UFC 324: Gaethje vs. Pimblett,Sean O'Malley vs. Song Yadong,Round 1,Sean O'Malley,16,26,61.0,22,32,0,0,
UFC 324: Gaethje vs. Pimblett,Sean O'Malley vs. Song Yadong,Round 2,Sean O'Malley,7,20,35.0,20,33,0,0,
UFC 324: Gaethje vs. Pimblett,Sean O'Malley vs. Song Yadong,Round 3,Sean O'Malley,25,46,54.0,25,46,0,0,
UFC 324: Gaethje vs. Pimblett,Sean O'Malley vs. Song Yadong,Round 1,Song Yadong,10,23,43.0,23,37,1,1,100.0
UFC 324: Gaethje vs. Pimblett,Sean O'Malley vs. Song Yadong,Round 2,Song Yadong,14,31,45.0,34,53,2,4,50.0
UFC 324: Gaethje vs. Pimblett,Sean O'Malley vs. Song Yadong,Round 3,Song Yadong,12,40,30.0,12,40,0,2,0.0
UFC 324: Gaethje vs. Pimblett,Waldo Cortes Acosta vs. Derrick Lewis,Round 1,Waldo Cortes Acosta,12,16,75.0,14,18,1,1,100.0
UFC 324: Gaethje vs. Pimblett,Waldo Cortes Acosta vs. Derrick Lewis,Round 2,Waldo Cortes Acosta,32,46,69.0,32,46,0,0,
UFC 324: Gaethje vs. Pimblett,Waldo Cortes Acosta vs. Derrick Lewis,Round 1,Derrick Lewis,4,22,18.0,4,22,0,0,
UFC 324: Gaethje vs. Pimblett,Waldo Cortes Acosta vs. Derrick Lewis,Round 2,Derrick Lewis,4,21,19.0,4,21,0,0,
UFC 324: Gaethje vs. Pimblett,Natalia Silva vs. Rose Namajunas,Round 1,Natalia Silva,15,44,34.0,15,44,0,0,
UFC 324: Gaethje vs. Pimblett,Natalia Silva vs. Rose Namajunas,Round 2,Natalia Silva,8,27,29.0,15,34,0,1,0.0
UFC 324: Gaethje vs. Pimblett,Natalia Silva vs. Rose Namajunas,Round 3,Natalia Silva,28,62,45.0,33,69,1,1,100.0
UFC 324: Gaethje vs. Pimblett,Natalia Silva vs. Rose Namajunas,Round 1,Rose Namajunas,13,39,33.0,13,39,0,1,0.0
UFC 324: Gaethje vs. Pimblett,Natalia Silva vs. Rose Namajunas,Round 2,Rose Namajunas,5,18,27.0,25,43,1,3,33.0
UFC 324: Gaethje vs. Pimblett,Natalia Silva vs. Rose Namajunas,Round 3,Rose Namajunas,8,37,21.0,8,37,0,1,0.0
UFC 324: Gaethje vs. Pimblett,Umar Nurmagomedov vs. Deiveson Figueiredo,Round 1,Umar Nurmagomedov,9,19,47.0,28,46,1,2,50.0
UFC 324: Gaethje vs. Pimblett,Umar Nurmagomedov vs. Deiveson Figueiredo,Round 2,Umar Nurmagomedov,19,40,47.0,19,40,0,3,0.0
UFC 324: Gaethje vs. Pimblett,Umar Nurmagomedov vs. Deiveson Figueiredo,Round 3,Umar Nurmagomedov,6,13,46.0,56,81,1,1,100.0
UFC 324: Gaethje vs. Pimblett,Umar Nurmagomedov vs. Deiveson Figueiredo,Round 1,Deiveson Figueiredo,0,6,0.0,1,10,0,0,
UFC 324: Gaethje vs. Pimblett,Umar Nurmagomedov vs. Deiveson Figueiredo,Round 2,Deiveson Figueiredo,8,20,40.0,8,20,0,0,
UFC 324: Gaethje vs. Pimblett,Umar Nurmagomedov vs. Deiveson Figueiredo,Round 3,Deiveson Figueiredo,0,1,0.0,19,28,0,0,
UFC 324: Gaethje vs. Pimblett,Ateba Gautier vs. Andrey Pulyaev,Round 1,Ateba Gautier,8,42,19.0,8,42,0,0,
UFC 324: Gaethje vs. Pimblett,Ateba Gautier vs. Andrey Pulyaev,Round 2,Ateba Gautier,15,41,36.0,15,41,0,0,
UFC 324: Gaethje vs. Pimblett,Ateba Gautier vs. Andrey Pulyaev,Round 3,Ateba Gautier,11,29,37.0,11,29,0,0,
UFC 324: Gaethje vs. Pimblett,Ateba Gautier vs. Andrey Pulyaev,Round 1,Andrey Pulyaev,19,37,51.0,19,37,0,0,
UFC 324: Gaethje vs. Pimblett,Ateba Gautier vs. Andrey Pulyaev,Round 2,Andrey Pulyaev,24,46,52.0,24,46,0,0,
UFC 324: Gaethje vs. Pimblett,Ateba Gautier vs. Andrey Pulyaev,Round 3,Andrey Pulyaev,16,40,40.0,16,40,0,0,
UFC 324: Gaethje vs. Pimblett,Nikita Krylov vs. Modestas Bukauskas,Round 1,Nikita Krylov,10,28,35.0,25,48,1,4,25.0
UFC 324: Gaethje vs. Pimblett,Nikita Krylov vs. Modestas Bukauskas,Round 2,Nikita Krylov,23,40,57.0,30,47,0,0,
